zid;Аминьевское шоссе;Киевская;Кунцевская;Кутузовская;Мичуринский проспект;Озёрная;Парк Победы;Проспект Вернадского;Славянский бульвар;Юго-Западная
1000318;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000319;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000320;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000321;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000322;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000323;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000324;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000325;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000326;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000327;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000328;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000329;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000330;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000331;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000332;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000333;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000334;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000335;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000336;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000337;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000338;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000339;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000340;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000341;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000342;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000343;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000344;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000345;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000346;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000347;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000348;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000349;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000350;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000351;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000352;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000353;0.00;0.00;12.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000354;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000355;0.00;0.00;9.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000356;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000357;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000358;0.00;0.00;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000359;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000360;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000361;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000362;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000363;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000364;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000365;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000366;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000367;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000368;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000369;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000370;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000371;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000372;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000373;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000374;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000375;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000376;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000377;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000378;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000379;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000380;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000381;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000382;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000383;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000384;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000385;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000386;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000387;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000388;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000389;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000390;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000391;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000392;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000393;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000394;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000395;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000396;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000397;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000398;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000399;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000400;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000401;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000402;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000403;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000404;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000405;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000406;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000407;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000409;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000410;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000411;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000412;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.85
1000413;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000414;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000415;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000416;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.81
1000417;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000418;0.00;0.00;98.33;0.00;0.00;0.00;0.00;0.00;0.00;4.78
1000419;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000420;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000421;0.00;0.00;1.29;0.00;0.00;0.00;1.82;0.00;0.00;0.00
1000422;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000423;0.00;0.00;0.00;0.00;0.00;0.00;57.42;0.00;0.00;0.00
1000424;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000425;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000426;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000427;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000428;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.18
1000429;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15
1000430;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000431;0.00;0.00;2 367.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000432;0.00;0.00;154.20;0.00;0.00;0.00;0.00;0.00;0.00;2.36
1000433;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000434;0.00;0.00;17.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000435;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000436;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000437;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000438;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.61
1000439;0.00;0.00;59.09;0.00;0.00;0.00;0.00;0.00;0.00;0.46
1000440;0.00;0.00;1 024.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000441;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000442;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;143.13;0.00
1000443;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1 617.26;0.00
1000444;0.00;0.00;1 013.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000445;100.81;34.80;512.05;175.24;0.00;2.47;99.69;0.00;0.00;5.09
1000446;190.44;0.00;602.13;148.43;0.00;3.35;80.05;0.00;0.00;6.94
1000447;0.00;0.00;0.00;167.71;0.00;0.00;0.00;0.00;3 062.15;0.00
1000448;0.00;1.14;0.00;8.56;0.00;0.00;1.82;0.00;2.86;0.13
1000449;86.66;0.00;1 167.24;324.65;0.00;15.76;168.51;0.00;0.00;5.02
1000450;0.00;114.15;0.00;405.02;0.00;99.14;41.96;0.00;0.00;3.50
1000451;0.00;57.25;0.00;231.97;0.00;0.00;43.14;0.00;185.95;1.02
1000452;0.00;52.87;0.00;224.31;0.00;1.31;71.11;0.00;196.97;0.87
1000453;80.95;28.61;348.74;120.90;0.00;1.77;71.07;0.00;0.00;3.69
1000454;37.50;0.00;55.76;11.27;0.00;0.94;9.27;0.00;0.00;1.87
1000455;0.00;0.00;44.81;4.59;0.00;10.54;0.00;0.00;0.00;0.39
1000456;23.04;52.57;26.08;192.92;0.00;1.50;92.67;0.00;170.76;1.11
1000457;0.00;0.00;15.16;2.26;0.00;3.62;1.11;0.00;0.00;0.12
1000458;0.00;82.39;0.00;305.82;0.00;50.66;124.35;0.00;239.12;1.57
1000459;0.00;224.12;0.00;855.27;0.00;4.64;348.63;0.00;741.66;3.20
1000460;0.00;0.68;2.38;2.39;0.00;1.30;1.34;0.00;0.00;0.05
1000461;489.98;298.68;0.00;152.29;0.00;0.00;0.00;0.00;1 889.36;0.00
1000462;2531.33;0.00;3.34;0.00;0.00;0.00;0.00;0.00;1 026.25;0.00
1000463;0.00;0.00;52.00;0.00;0.00;15.82;0.00;0.00;0.00;2.17
1000464;44.42;0.00;3.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000465;650.94;0.00;22.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000466;340.41;0.00;12.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000467;25.29;9.67;5.15;0.00;0.00;13.63;0.00;0.00;0.00;0.45
1000468;0.00;0.00;0.00;0.00;957.08;0.00;0.00;0.00;0.00;0.00
1000469;0.00;47.68;0.84;0.00;296.67;924.59;0.00;0.00;0.00;177.32
1000470;0.00;0.00;0.00;0.00;0.00;1 999.85;0.00;0.00;0.00;5.14
1000471;0.00;0.00;0.00;0.00;0.00;68.39;0.00;0.00;0.00;0.23
1000472;0.00;0.00;5.13;0.00;0.00;63.45;0.00;0.00;0.00;29.29
1000473;0.00;0.00;48.86;0.00;0.00;26.01;0.00;0.00;0.00;2.68
1000474;0.00;1 098.49;0.00;0.00;159.55;0.00;0.00;0.00;0.00;0.00
1000475;0.00;79.47;0.00;0.00;114.70;0.00;0.00;0.00;0.00;0.00
1000476;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000477;0.00;0.00;0.00;0.00;48.32;0.00;0.00;0.00;0.00;0.00
1000478;0.00;304.87;0.00;0.00;49.68;0.00;0.00;0.00;0.00;0.00
1000479;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000480;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000481;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000482;0.00;23.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000483;0.00;0.00;0.00;0.00;461.22;0.00;0.00;0.00;0.00;0.00
1000484;0.00;0.00;0.00;0.00;408.79;0.00;0.00;0.00;0.00;0.00
1000485;0.00;0.00;0.00;0.00;344.60;0.00;0.00;36.82;0.00;0.00
1000486;0.00;0.00;0.00;0.00;731.01;0.00;0.00;0.00;0.00;0.00
1000487;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38.87;0.00;0.00
1000488;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.58;0.00;0.00
1000489;0.00;0.00;0.00;0.00;1 181.19;0.00;0.00;779.73;0.00;0.00
1000490;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1 450.08;0.00;0.00
1000491;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2 426.93;0.00;0.00
1000492;0.00;0.00;1.42;0.00;266.59;0.00;0.00;0.00;0.00;2 091.10
1000493;0.00;0.00;1.53;0.00;0.00;345.97;0.00;0.00;0.00;2 373.45
1000494;0.00;0.00;0.00;0.00;0.00;1.23;0.00;0.00;0.00;3 802.99
1000495;0.00;0.00;0.96;0.00;0.00;202.30;0.00;0.00;0.00;0.00
1000496;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000497;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000498;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000499;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000500;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000501;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000502;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000503;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.56;0.00;0.00
1000504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;145.91;0.00;0.00
1000505;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.03;0.00;0.00
1000506;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000509;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000510;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000511;0.00;0.00;0.00;0.00;0.00;13.73;0.00;0.00;0.00;0.00
1000512;0.00;0.00;0.00;0.00;0.00;0.00;0.00;578.96;0.00;0.00
1000513;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42.14;0.00;10.43
1000514;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.19
1000515;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.64;0.00;0.00
1000516;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000517;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000518;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000519;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000520;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000521;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000522;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;324.49
1000523;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000524;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000525;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000526;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000527;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000528;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000529;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000530;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000531;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000532;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000533;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000534;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000535;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000536;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000537;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000538;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000539;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000540;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000541;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000542;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000543;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000544;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000545;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000546;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000547;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000548;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000549;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000550;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000551;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000552;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000553;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000554;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000555;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000556;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000557;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000558;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000559;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000560;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000561;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000562;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000563;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000564;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000565;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000566;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000567;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000568;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000569;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000570;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000571;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000572;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000573;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000574;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000575;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000576;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000577;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000578;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000579;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000580;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000581;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000582;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000583;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000584;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000585;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000586;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000587;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000588;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000589;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000590;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000591;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000592;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000593;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000594;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000595;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000596;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000597;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000598;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000599;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000600;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000601;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000602;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000603;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000604;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000605;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000606;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000609;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000610;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000611;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000612;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000613;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000614;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000615;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000616;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000617;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000618;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000619;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000620;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000621;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000622;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000623;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000624;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000625;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000626;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000627;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000628;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000629;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000630;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000631;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000632;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
